S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
4860426	4860584	52814	52972	NC_057010.1	NODE_1_length_337856_cov_21.808816	96.86		True
CONTIG	NODE_1_length_337856_cov_21.808816	337856	correct_unaligned
CONTIG	NODE_2_length_185527_cov_21.262869	185527	unaligned
CONTIG	NODE_3_length_173559_cov_22.064889	173559	unaligned
122609	122705	127165	127261	NW_025061532.1	NODE_4_length_169515_cov_21.454190	100.0		True
CONTIG	NODE_4_length_169515_cov_21.454190	169515	correct_unaligned
894572	894688	98225	98339	NC_057004.1	NODE_5_length_167868_cov_21.917600	97.44		True
CONTIG	NODE_5_length_167868_cov_21.917600	167868	correct_unaligned
CONTIG	NODE_6_length_162920_cov_22.509061	162920	unaligned
CONTIG	NODE_7_length_161533_cov_21.855961	161533	unaligned
9219848	9219928	15877	15957	NC_057015.1	NODE_8_length_155208_cov_22.449646	100.0		True
CONTIG	NODE_8_length_155208_cov_22.449646	155208	correct_unaligned
CONTIG	NODE_9_length_153133_cov_20.286666	153133	unaligned
CONTIG	NODE_10_length_152591_cov_30.493410	152591	unaligned
CONTIG	NODE_11_length_148879_cov_20.271387	148879	unaligned
894809	894885	1	77	NC_057004.1	NODE_12_length_147101_cov_20.449736	100.0		True
CONTIG	NODE_12_length_147101_cov_20.449736	147101	correct_unaligned
CONTIG	NODE_13_length_145757_cov_20.389168	145757	unaligned
CONTIG	NODE_14_length_143468_cov_20.522704	143468	unaligned
2658677	2658759	140643	140725	NC_057011.1	NODE_15_length_140725_cov_26.334900	98.8		True
CONTIG	NODE_15_length_140725_cov_26.334900	140725	correct_unaligned
CONTIG	NODE_16_length_138595_cov_28.796467	138595	unaligned
CONTIG	NODE_17_length_133795_cov_20.343850	133795	unaligned
CONTIG	NODE_18_length_133750_cov_21.411429	133750	unaligned
CONTIG	NODE_19_length_133501_cov_27.781741	133501	unaligned
CONTIG	NODE_20_length_133499_cov_47.720548	133499	unaligned
CONTIG	NODE_21_length_131665_cov_23.880893	131665	unaligned
CONTIG	NODE_22_length_129374_cov_22.280130	129374	unaligned
CONTIG	NODE_23_length_128492_cov_21.770416	128492	unaligned
CONTIG	NODE_24_length_127501_cov_28.767563	127501	unaligned
CONTIG	NODE_25_length_126748_cov_20.710668	126748	unaligned
2658704	2658773	2868	2937	NC_057011.1	NODE_26_length_125980_cov_21.914768	100.0		True
CONTIG	NODE_26_length_125980_cov_21.914768	125980	correct_unaligned
CONTIG	NODE_27_length_125912_cov_21.642834	125912	unaligned
2658702	2658777	125910	125835	NC_057011.1	NODE_28_length_125910_cov_22.236059	100.0		True
CONTIG	NODE_28_length_125910_cov_22.236059	125910	correct_unaligned
CONTIG	NODE_29_length_125398_cov_20.507305	125398	unaligned
2658705	2658778	1	74	NC_057011.1	NODE_30_length_124890_cov_20.761299	100.0		True
CONTIG	NODE_30_length_124890_cov_20.761299	124890	correct_unaligned
894766	894886	35528	35408	NC_057004.1	NODE_31_length_124611_cov_21.224308	97.52		True
CONTIG	NODE_31_length_124611_cov_21.224308	124611	correct_unaligned
894859	894964	40409	40302	NC_057004.1	NODE_32_length_124387_cov_28.159448	96.3		True
CONTIG	NODE_32_length_124387_cov_28.159448	124387	correct_unaligned
CONTIG	NODE_33_length_120559_cov_22.563038	120559	unaligned
CONTIG	NODE_34_length_119944_cov_20.631091	119944	unaligned
894882	894964	10167	10085	NC_057004.1	NODE_35_length_119179_cov_21.366619	100.0		True
CONTIG	NODE_35_length_119179_cov_21.366619	119179	correct_unaligned
CONTIG	NODE_36_length_118208_cov_29.333917	118208	unaligned
894814	894889	69129	69050	NC_057004.1	NODE_37_length_117538_cov_20.627817	95.0		True
CONTIG	NODE_37_length_117538_cov_20.627817	117538	correct_unaligned
CONTIG	NODE_38_length_115867_cov_21.324449	115867	unaligned
2500497	2500577	51233	51153	NC_057020.1	NODE_39_length_114549_cov_22.819764	100.0		True
CONTIG	NODE_39_length_114549_cov_22.819764	114549	correct_unaligned
894814	894945	85422	85553	NC_057004.1	NODE_40_length_114540_cov_21.033356	96.21		True
CONTIG	NODE_40_length_114540_cov_21.033356	114540	correct_unaligned
1637806	1637880	13290	13364	NC_057008.1	NODE_41_length_113870_cov_21.858040	100.0		True
CONTIG	NODE_41_length_113870_cov_21.858040	113870	correct_unaligned
CONTIG	NODE_42_length_113715_cov_21.980711	113715	unaligned
CONTIG	NODE_43_length_113153_cov_21.854434	113153	unaligned
CONTIG	NODE_44_length_113010_cov_31.181116	113010	unaligned
CONTIG	NODE_45_length_112759_cov_20.556833	112759	unaligned
CONTIG	NODE_46_length_112263_cov_29.622190	112263	unaligned
1654040	1654147	5948	6055	NC_057017.1	NODE_47_length_110611_cov_20.978685	96.3		True
CONTIG	NODE_47_length_110611_cov_20.978685	110611	correct_unaligned
CONTIG	NODE_48_length_110195_cov_21.814190	110195	unaligned
CONTIG	NODE_49_length_109950_cov_20.909759	109950	unaligned
CONTIG	NODE_50_length_109456_cov_22.263552	109456	unaligned
CONTIG	NODE_51_length_108335_cov_24.388498	108335	unaligned
CONTIG	NODE_52_length_108179_cov_21.247692	108179	unaligned
894890	894972	22967	22885	NC_057004.1	NODE_53_length_107712_cov_20.582348	97.59		True
CONTIG	NODE_53_length_107712_cov_20.582348	107712	correct_unaligned
CONTIG	NODE_54_length_107622_cov_20.760519	107622	unaligned
CONTIG	NODE_55_length_107476_cov_21.743080	107476	unaligned
CONTIG	NODE_56_length_107447_cov_21.509528	107447	unaligned
CONTIG	NODE_57_length_106981_cov_23.005631	106981	unaligned
CONTIG	NODE_58_length_106788_cov_29.874989	106788	unaligned
CONTIG	NODE_59_length_106644_cov_20.913200	106644	unaligned
CONTIG	NODE_60_length_106619_cov_22.700428	106619	unaligned
894790	894865	106458	106383	NC_057004.1	NODE_61_length_106458_cov_21.281892	100.0		True
CONTIG	NODE_61_length_106458_cov_21.281892	106458	correct_unaligned
CONTIG	NODE_62_length_106184_cov_21.623258	106184	unaligned
894951	895019	1	69	NC_057004.1	NODE_63_length_106156_cov_21.324013	100.0		True
CONTIG	NODE_63_length_106156_cov_21.324013	106156	correct_unaligned
CONTIG	NODE_64_length_106151_cov_20.405773	106151	unaligned
CONTIG	NODE_65_length_105742_cov_21.641054	105742	unaligned
CONTIG	NODE_66_length_105675_cov_20.398881	105675	unaligned
CONTIG	NODE_67_length_105493_cov_22.401609	105493	unaligned
CONTIG	NODE_68_length_105198_cov_27.233978	105198	unaligned
CONTIG	NODE_69_length_105142_cov_21.091629	105142	unaligned
5473404	5473505	32319	32218	NC_057019.1	NODE_70_length_104350_cov_21.811984	97.06		True
CONTIG	NODE_70_length_104350_cov_21.811984	104350	correct_unaligned
CONTIG	NODE_71_length_104252_cov_21.466455	104252	unaligned
CONTIG	NODE_72_length_103431_cov_22.083054	103431	unaligned
2658668	2658742	103229	103303	NC_057011.1	NODE_73_length_103303_cov_21.798200	100.0		True
CONTIG	NODE_73_length_103303_cov_21.798200	103303	correct_unaligned
CONTIG	NODE_74_length_103255_cov_20.553383	103255	unaligned
CONTIG	NODE_75_length_103119_cov_20.653384	103119	unaligned
CONTIG	NODE_76_length_103013_cov_21.412820	103013	unaligned
CONTIG	NODE_77_length_101961_cov_24.689588	101961	unaligned
CONTIG	NODE_78_length_101830_cov_20.529763	101830	unaligned
CONTIG	NODE_79_length_101312_cov_21.689248	101312	unaligned
CONTIG	NODE_80_length_101124_cov_20.377240	101124	unaligned
CONTIG	NODE_81_length_101095_cov_20.569423	101095	unaligned
CONTIG	NODE_82_length_100438_cov_21.734269	100438	unaligned
CONTIG	NODE_83_length_99886_cov_20.612370	99886	unaligned
CONTIG	NODE_84_length_99322_cov_20.384664	99322	unaligned
CONTIG	NODE_85_length_98777_cov_21.009706	98777	unaligned
CONTIG	NODE_86_length_97815_cov_21.081882	97815	unaligned
CONTIG	NODE_87_length_97143_cov_21.272845	97143	unaligned
1050658	1050736	87119	87199	NC_057004.1	NODE_88_length_96233_cov_21.072112	96.3		True
CONTIG	NODE_88_length_96233_cov_21.072112	96233	correct_unaligned
CONTIG	NODE_89_length_94952_cov_41.885976	94952	unaligned
CONTIG	NODE_90_length_94712_cov_21.381349	94712	unaligned
CONTIG	NODE_91_length_94541_cov_31.056540	94541	unaligned
2658716	2658787	82252	82181	NC_057011.1	NODE_92_length_93301_cov_20.908361	98.61		True
CONTIG	NODE_92_length_93301_cov_20.908361	93301	correct_unaligned
CONTIG	NODE_93_length_93255_cov_21.202226	93255	unaligned
CONTIG	NODE_94_length_93204_cov_21.840895	93204	unaligned
CONTIG	NODE_95_length_93124_cov_21.410964	93124	unaligned
CONTIG	NODE_96_length_92929_cov_33.180395	92929	unaligned
CONTIG	NODE_97_length_92855_cov_31.604755	92855	unaligned
CONTIG	NODE_98_length_92711_cov_22.806183	92711	unaligned
CONTIG	NODE_99_length_92188_cov_22.181607	92188	unaligned
CONTIG	NODE_100_length_91989_cov_20.241818	91989	unaligned
CONTIG	NODE_101_length_91898_cov_23.181059	91898	unaligned
CONTIG	NODE_102_length_91674_cov_23.004738	91674	unaligned
CONTIG	NODE_103_length_91637_cov_21.981204	91637	unaligned
CONTIG	NODE_104_length_91610_cov_21.249309	91610	unaligned
CONTIG	NODE_105_length_91484_cov_21.299036	91484	unaligned
9169577	9169715	40554	40692	NC_057015.1	NODE_106_length_91407_cov_20.767415	97.12		True
CONTIG	NODE_106_length_91407_cov_20.767415	91407	correct_unaligned
CONTIG	NODE_107_length_91135_cov_22.097268	91135	unaligned
2658670	2658737	87392	87459	NC_057011.1	NODE_108_length_90154_cov_19.961433	100.0		True
CONTIG	NODE_108_length_90154_cov_19.961433	90154	correct_unaligned
CONTIG	NODE_109_length_89958_cov_23.469576	89958	unaligned
894720	894794	89859	89785	NC_057004.1	NODE_110_length_89859_cov_21.666559	100.0		True
CONTIG	NODE_110_length_89859_cov_21.666559	89859	correct_unaligned
CONTIG	NODE_111_length_89577_cov_26.012883	89577	unaligned
CONTIG	NODE_112_length_89566_cov_21.486339	89566	unaligned
CONTIG	NODE_113_length_89363_cov_31.775654	89363	unaligned
CONTIG	NODE_114_length_88916_cov_20.863348	88916	unaligned
CONTIG	NODE_115_length_88878_cov_32.441538	88878	unaligned
CONTIG	NODE_116_length_88799_cov_21.460280	88799	unaligned
CONTIG	NODE_117_length_88765_cov_20.608617	88765	unaligned
CONTIG	NODE_118_length_88585_cov_21.448355	88585	unaligned
CONTIG	NODE_119_length_88577_cov_20.194633	88577	unaligned
CONTIG	NODE_120_length_88191_cov_21.016558	88191	unaligned
CONTIG	NODE_121_length_88053_cov_22.407566	88053	unaligned
CONTIG	NODE_122_length_88024_cov_32.089645	88024	unaligned
CONTIG	NODE_123_length_87985_cov_21.482368	87985	unaligned
CONTIG	NODE_124_length_87818_cov_19.440421	87818	unaligned
CONTIG	NODE_125_length_87414_cov_21.361634	87414	unaligned
CONTIG	NODE_126_length_87266_cov_21.383535	87266	unaligned
1368682	1368776	39247	39153	NC_057011.1	NODE_127_length_87168_cov_20.371519	97.89		True
CONTIG	NODE_127_length_87168_cov_20.371519	87168	correct_unaligned
CONTIG	NODE_128_length_86966_cov_23.030867	86966	unaligned
CONTIG	NODE_129_length_86850_cov_19.989893	86850	unaligned
CONTIG	NODE_130_length_86829_cov_32.416186	86829	unaligned
1793416	1793518	46829	46931	NC_057017.1	NODE_131_length_86665_cov_20.998210	95.15		True
CONTIG	NODE_131_length_86665_cov_20.998210	86665	correct_unaligned
CONTIG	NODE_132_length_86653_cov_21.635996	86653	unaligned
CONTIG	NODE_133_length_86618_cov_20.784437	86618	unaligned
7018135	7018237	72193	72093	NC_057020.1	NODE_134_length_86097_cov_20.601442	98.06		True
CONTIG	NODE_134_length_86097_cov_20.601442	86097	correct_unaligned
CONTIG	NODE_135_length_86003_cov_20.576927	86003	unaligned
4739947	4740018	74	3	NC_057012.1	NODE_136_length_85984_cov_20.741919	98.61		True
CONTIG	NODE_136_length_85984_cov_20.741919	85984	correct_unaligned
870978	871066	4465	4553	NC_057016.1	NODE_137_length_85757_cov_20.675023	97.75		True
CONTIG	NODE_137_length_85757_cov_20.675023	85757	correct_unaligned
CONTIG	NODE_138_length_85605_cov_19.717660	85605	unaligned
CONTIG	NODE_139_length_85502_cov_21.398747	85502	unaligned
CONTIG	NODE_140_length_85495_cov_21.244621	85495	unaligned
CONTIG	NODE_141_length_85465_cov_20.209116	85465	unaligned
CONTIG	NODE_142_length_85314_cov_20.430365	85314	unaligned
CONTIG	NODE_143_length_85121_cov_20.249224	85121	unaligned
CONTIG	NODE_144_length_84938_cov_21.481364	84938	unaligned
CONTIG	NODE_145_length_84811_cov_20.866795	84811	unaligned
CONTIG	NODE_146_length_84752_cov_27.740738	84752	unaligned
CONTIG	NODE_147_length_84751_cov_22.371117	84751	unaligned
CONTIG	NODE_148_length_84602_cov_20.628098	84602	unaligned
CONTIG	NODE_149_length_84599_cov_21.163176	84599	unaligned
CONTIG	NODE_150_length_84369_cov_20.360307	84369	unaligned
CONTIG	NODE_151_length_84255_cov_21.117228	84255	unaligned
894932	895007	84246	84171	NC_057004.1	NODE_152_length_84246_cov_32.982998	100.0		True
CONTIG	NODE_152_length_84246_cov_32.982998	84246	correct_unaligned
CONTIG	NODE_153_length_83825_cov_19.279720	83825	unaligned
CONTIG	NODE_154_length_83772_cov_21.430970	83772	unaligned
CONTIG	NODE_155_length_83660_cov_20.430506	83660	unaligned
CONTIG	NODE_156_length_83578_cov_27.639010	83578	unaligned
CONTIG	NODE_157_length_83493_cov_20.415172	83493	unaligned
7074738	7074819	1	82	NC_057012.1	NODE_158_length_83461_cov_26.409407	100.0		True
CONTIG	NODE_158_length_83461_cov_26.409407	83461	correct_unaligned
178174	178306	20082	19950	NW_025061531.1	NODE_159_length_83429_cov_20.798301	95.49		True
CONTIG	NODE_159_length_83429_cov_20.798301	83429	correct_unaligned
CONTIG	NODE_160_length_83189_cov_33.407595	83189	unaligned
